16:51:51	49.9692
16:51:55	49.9708
16:51:59	49.9703
16:52:03	49.9664
16:52:07	49.9639
16:52:11	49.9664
16:52:15	49.9704
16:52:19	49.9771
16:52:23	49.9709
16:52:27	49.9811
16:52:31	49.9692
16:52:35	49.9708
16:52:39	49.9703
16:52:43	49.9664
16:52:47	49.9639
16:52:51	49.9664
16:52:55	49.9641
16:52:59	49.9674
16:53:03	49.9760
16:53:07	49.9699
16:53:11	49.9691
16:53:15	49.9715
16:53:19	49.9744
16:53:23	49.9652
16:53:27	49.9652
16:53:31	49.9745
16:53:35	49.9655
16:53:39	49.9632
16:53:43	49.9641
16:53:47	49.9706
16:53:51	49.9696
16:53:55	49.9768
16:53:59	49.9676
16:54:03	49.9615
16:54:07	49.9651
16:54:11	49.9698
16:54:15	49.9695
16:54:19	49.9691
16:54:23	49.9688
16:54:27	49.9730
16:54:31	49.9706
16:54:35	49.9696
16:54:39	49.9698
16:54:43	49.9576
16:54:47	49.9520
16:54:51	49.9665
16:54:55	49.9677
16:54:59	49.9634
16:55:03	49.9717
16:55:07	49.9792
16:55:11	49.9711
16:55:15	49.9781
16:55:19	49.9699
16:55:23	49.9698
16:55:27	49.9576
16:55:31	49.9737
16:55:35	49.9895
16:55:39	49.9720
16:55:43	49.9665
16:55:47	49.9700
16:55:51	49.9767
16:55:55	49.9769
16:55:59	49.9694
16:56:03	49.9719
16:56:07	49.9731
16:56:11	49.9737
16:56:15	49.9895
16:56:19	49.9720
16:56:23	49.9907
16:56:27	49.9960
16:56:31	49.9921
16:56:35	49.9914
16:56:39	49.9891
16:56:43	49.9869
16:56:47	49.9733
16:56:51	49.9879
16:56:55	49.9903
16:56:59	49.9922
16:57:03	49.9951
16:57:07	49.9907
16:57:11	49.9960
16:57:15	49.9966
16:57:19	49.9991
16:57:23	49.9975
16:57:27	49.9984
16:57:31	50.0008
16:57:35	49.9896
16:57:39	49.9889
16:57:43	49.9871
16:57:47	49.9925
16:57:51	49.9901
16:57:55	49.9986
16:57:59	50.0096
16:58:03	49.9966
16:58:07	50.0007
16:58:11	50.0050
16:58:15	50.0064
16:58:19	50.0081
16:58:23	49.9993
16:58:27	49.9928
16:58:31	49.9863
16:58:35	50.0138
16:58:39	50.0074
16:58:43	50.0160
16:58:47	50.0220
16:58:51	50.0157
16:58:55	49.9998
16:58:59	50.0119
16:59:03	50.0195
16:59:07	50.0199
16:59:11	50.0233
16:59:15	50.0211
16:59:19	50.0182
16:59:23	50.0175
16:59:27	50.0143
16:59:31	50.0128
16:59:35	50.0099
16:59:39	50.0066
16:59:43	50.0069
16:59:47	50.0125
16:59:51	50.0219
16:59:55	50.0216
16:59:59	50.0310
17:00:03	50.0302
17:00:07	50.0288
17:00:11	50.0143
17:00:15	50.0128
17:00:19	50.0383
17:00:23	50.0276
17:00:27	50.0378
17:00:31	50.0318
17:00:35	50.0350
17:00:39	50.0292
17:00:43	50.0377
17:00:47	50.0404
17:00:51	50.0422
17:00:55	50.0299
17:00:59	50.0426
17:01:03	50.0277
17:01:07	50.0383
17:01:11	50.0452
17:01:15	50.0565
17:01:19	50.0532
17:01:23	50.0521
17:01:27	50.0539
17:01:31	50.0487
17:01:35	50.0534
17:01:39	50.0599
17:01:43	50.0566
17:01:47	50.0609
17:01:51	50.0612
17:01:55	50.0587
17:01:59	50.0541
17:02:03	50.0529
17:02:07	50.0588
17:02:11	50.0534
17:02:15	50.0599
17:02:19	50.0566
17:02:23	50.0609
17:02:27	50.0586
17:02:31	50.0704
17:02:35	50.0755
17:02:39	50.0673
17:02:43	50.0649
17:02:47	50.0654
17:02:51	50.0634
17:02:55	50.0546
17:02:59	50.0545
17:03:03	50.0520
17:03:07	50.0546
17:03:11	50.0531
17:03:15	50.0516
17:03:19	50.0644
17:03:23	50.0712
17:03:27	50.0691
17:03:31	50.0712
17:03:35	50.0647
17:03:39	50.0652
17:03:43	50.0546
17:03:47	50.0695
17:03:51	50.0723
17:03:55	50.0692
17:03:59	50.0699
17:04:03	50.0657
17:04:07	50.0644
17:04:11	50.0601
17:04:15	50.0635
17:04:19	50.0720
17:04:23	50.0718
17:04:27	50.0778
17:04:31	50.0709
17:04:35	50.0775
17:04:39	50.0504
17:04:43	50.0489
17:04:47	50.0601
17:04:51	50.0635
17:04:55	50.0720
17:04:59	50.0718
17:05:03	50.0714
17:05:07	50.0674
17:05:11	50.0733
17:05:15	50.0613
17:05:19	50.0617
17:05:23	50.0616
17:05:27	50.0519
17:05:31	50.0454
17:05:35	50.0536
17:05:39	50.0536
17:05:43	50.0546
17:05:47	50.0596
17:05:51	50.0651
17:05:55	50.0655
17:05:59	50.0603
17:06:03	50.0581
17:06:07	50.0591
17:06:11	50.0571
17:06:15	50.0589
17:06:19	50.0502
17:06:23	50.0604
17:06:27	50.0672
17:06:31	50.0633
17:06:35	50.0655
17:06:39	50.0603
17:06:43	50.0581
17:06:47	50.0547
17:06:51	50.0518
17:06:55	50.0568
